Entity,Code,Year,Marine protected areas (% of territorial waters)
Gibraltar,GIB,2014,12.8
Gibraltar,GIB,2015,12.8
Gibraltar,GIB,2016,12.8
Gibraltar,GIB,2017,12.8
Gibraltar,GIB,2018,12.8
Gibraltar,GIB,2019,12.8
Gibraltar,GIB,2020,0
Gibraltar,GIB,2021,0
Gibraltar,GIB,2022,0
Gibraltar,GIB,2023,0
Gibraltar,GIB,2024,0
Greece,GRC,2013,1.5
Greece,GRC,2014,1.5
Greece,GRC,2015,1.5
Greece,GRC,2016,1.5
Greece,GRC,2017,1.5
Greece,GRC,2018,4.5
Greece,GRC,2019,4.5
Greece,GRC,2020,4.5
Greece,GRC,2021,4.5
Greece,GRC,2022,4.5
Greece,GRC,2023,4.5
Greece,GRC,2024,4.7
Greenland,GRL,2013,4.5
Greenland,GRL,2014,4.5
Greenland,GRL,2015,4.5
Greenland,GRL,2016,4.5
Greenland,GRL,2017,4.5
Greenland,GRL,2018,4.5
Greenland,GRL,2019,4.5
Greenland,GRL,2020,4.5
Greenland,GRL,2021,4.5
Greenland,GRL,2022,4.5
Greenland,GRL,2023,4.5
Greenland,GRL,2024,4.2
Grenada,GRD,2013,0
Grenada,GRD,2014,0
Grenada,GRD,2015,0
Grenada,GRD,2016,0
Grenada,GRD,2017,0
Grenada,GRD,2018,0.1
Grenada,GRD,2019,0.1
Grenada,GRD,2020,0.1
Grenada,GRD,2021,0.1
Grenada,GRD,2022,0.1
Grenada,GRD,2023,0.1
Grenada,GRD,2024,0.1
Guam,GUM,2013,0.1
Guam,GUM,2014,0
Guam,GUM,2015,0
Guam,GUM,2016,0
Guam,GUM,2017,0
Guam,GUM,2018,0
Guam,GUM,2019,0
Guam,GUM,2020,0
Guam,GUM,2021,0
Guam,GUM,2022,0
Guam,GUM,2023,0
Guam,GUM,2024,0
Guatemala,GTM,2013,0.8
Guatemala,GTM,2014,0.8
Guatemala,GTM,2015,0.8
Guatemala,GTM,2016,0.8
Guatemala,GTM,2017,0.8
Guatemala,GTM,2018,0.9
Guatemala,GTM,2019,0.9
Guatemala,GTM,2020,0.8
Guatemala,GTM,2021,0.8
Guatemala,GTM,2022,0.8
Guatemala,GTM,2023,0.8
Guatemala,GTM,2024,0.9
Guinea,GIN,2013,0.5
Guinea,GIN,2014,0.5
Guinea,GIN,2015,0.5
Guinea,GIN,2016,0.5
Guinea,GIN,2017,0.5
Guinea,GIN,2018,0.5
Guinea,GIN,2019,0.5
Guinea,GIN,2020,0.5
Guinea,GIN,2021,0.5
Guinea,GIN,2022,0.5
Guinea,GIN,2023,0.5
Guinea,GIN,2024,0.6
Guinea-Bissau,GNB,2013,8.5
Guinea-Bissau,GNB,2014,8.5
Guinea-Bissau,GNB,2015,10
Guinea-Bissau,GNB,2016,10
Guinea-Bissau,GNB,2017,10
Guinea-Bissau,GNB,2018,10
Guinea-Bissau,GNB,2019,10
Guinea-Bissau,GNB,2020,9
Guinea-Bissau,GNB,2021,9
Guinea-Bissau,GNB,2022,9
Guinea-Bissau,GNB,2023,9
Guinea-Bissau,GNB,2024,9.1
Guyana,GUY,2013,0
Guyana,GUY,2014,0
Guyana,GUY,2015,0
Guyana,GUY,2016,0
Guyana,GUY,2017,0
Guyana,GUY,2018,0
Guyana,GUY,2019,0
Guyana,GUY,2020,0
Guyana,GUY,2021,0
Guyana,GUY,2022,0
Guyana,GUY,2023,0
Guyana,GUY,2024,0.1
Haiti,HTI,2013,0
Haiti,HTI,2014,0
Haiti,HTI,2015,0
Haiti,HTI,2016,0
Haiti,HTI,2017,0
Haiti,HTI,2018,0
Haiti,HTI,2019,1.5
Haiti,HTI,2020,1.5
Haiti,HTI,2021,1.5
Haiti,HTI,2022,1.5
Haiti,HTI,2023,1.5
Haiti,HTI,2024,1.8
High-income countries,OWID_HIC,2013,10.457944
High-income countries,OWID_HIC,2014,13.196821
High-income countries,OWID_HIC,2015,14.599163
High-income countries,OWID_HIC,2016,18.016033
High-income countries,OWID_HIC,2017,18.41482
High-income countries,OWID_HIC,2018,19.610682
High-income countries,OWID_HIC,2019,20.827425
High-income countries,OWID_HIC,2020,21.291615
High-income countries,OWID_HIC,2021,19.819132
High-income countries,OWID_HIC,2022,20.074516
High-income countries,OWID_HIC,2023,20.0575
High-income countries,OWID_HIC,2024,20.365746
Honduras,HND,2013,0.5
Honduras,HND,2014,4.1
Honduras,HND,2015,4.1
Honduras,HND,2016,4.2
Honduras,HND,2017,4.2
Honduras,HND,2018,4.2
Honduras,HND,2019,4.2
Honduras,HND,2020,4.6
Honduras,HND,2021,4.6
Honduras,HND,2022,4.6
Honduras,HND,2023,4.6
Honduras,HND,2024,4.9
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2024,0
Iceland,ISL,2013,0.4
Iceland,ISL,2014,0.4
Iceland,ISL,2015,0.4
Iceland,ISL,2016,0.4
Iceland,ISL,2017,0.4
Iceland,ISL,2018,0.4
Iceland,ISL,2019,0.4
Iceland,ISL,2020,0.4
Iceland,ISL,2021,0.4
Iceland,ISL,2022,0.4
Iceland,ISL,2023,0.4
Iceland,ISL,2024,0.5
India,IND,2013,0.2
India,IND,2014,0.2
India,IND,2015,0.2
India,IND,2016,0.2
India,IND,2017,0.2
India,IND,2018,0.2
India,IND,2019,0.2
India,IND,2020,0.2
India,IND,2021,0.2
India,IND,2022,0.2
India,IND,2023,0.2
India,IND,2024,0.3
Indonesia,IDN,2013,3.3
Indonesia,IDN,2014,2.9
Indonesia,IDN,2015,2.9
Indonesia,IDN,2016,2.9
Indonesia,IDN,2017,2.9
Indonesia,IDN,2018,3.1
Indonesia,IDN,2019,3.1
Indonesia,IDN,2020,3.1
Indonesia,IDN,2021,3.1
Indonesia,IDN,2022,3.1
Indonesia,IDN,2023,3.1
Indonesia,IDN,2024,3
Iran,IRN,2013,1
Iran,IRN,2014,1
Iran,IRN,2015,1
Iran,IRN,2016,0.8
Iran,IRN,2017,0.8
Iran,IRN,2018,0.8
Iran,IRN,2019,0.8
Iran,IRN,2020,0.8
Iran,IRN,2021,0.8
Iran,IRN,2022,0.8
Iran,IRN,2023,0.8
Iran,IRN,2024,0.9
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Iraq,IRQ,2021,0
Iraq,IRQ,2022,0
Iraq,IRQ,2023,0
Iraq,IRQ,2024,0.3
Ireland,IRL,2013,1.5
Ireland,IRL,2014,1.5
Ireland,IRL,2015,2.3
Ireland,IRL,2016,2.3
Ireland,IRL,2017,2.3
Ireland,IRL,2018,2.3
Ireland,IRL,2019,2.3
Ireland,IRL,2020,2.3
Ireland,IRL,2021,2.3
Ireland,IRL,2022,2.3
Ireland,IRL,2023,2.3
Ireland,IRL,2024,2.4
Isle of Man,IMN,2018,0
Isle of Man,IMN,2019,0
Isle of Man,IMN,2020,0
Isle of Man,IMN,2024,10.8
Israel,ISR,2013,0
Israel,ISR,2014,0
Israel,ISR,2015,0
Israel,ISR,2016,0
Israel,ISR,2017,0
Israel,ISR,2018,0
Israel,ISR,2019,0
Israel,ISR,2020,0
Israel,ISR,2021,0
Israel,ISR,2022,0
Israel,ISR,2023,0
Israel,ISR,2024,0.6
Italy,ITA,2013,5.5
Italy,ITA,2014,5.6
Italy,ITA,2015,5.6
Italy,ITA,2016,8.8
Italy,ITA,2017,8.8
Italy,ITA,2018,8.8
Italy,ITA,2019,8.8
Italy,ITA,2020,9.7
Italy,ITA,2021,10.6
Italy,ITA,2022,10.6
Italy,ITA,2023,10.6
Italy,ITA,2024,10.7
Jamaica,JAM,2013,0.8
Jamaica,JAM,2014,0.8
Jamaica,JAM,2015,0.8
Jamaica,JAM,2016,0.8
Jamaica,JAM,2017,0.8
Jamaica,JAM,2018,0.8
Jamaica,JAM,2019,0.8
Jamaica,JAM,2020,0.8
Jamaica,JAM,2021,0.8
Jamaica,JAM,2022,0.8
Jamaica,JAM,2023,0.8
Jamaica,JAM,2024,0.7
Japan,JPN,2013,0.5
Japan,JPN,2014,0.5
Japan,JPN,2015,0.5
Japan,JPN,2016,8.2
Japan,JPN,2017,8.2
Japan,JPN,2018,8.2
Japan,JPN,2019,8.2
Japan,JPN,2020,8.2
Japan,JPN,2021,13.9
Japan,JPN,2022,13.9
Japan,JPN,2023,13.9
Japan,JPN,2024,13.8
Jordan,JOR,2013,35.6
Jordan,JOR,2014,35.6
Jordan,JOR,2015,35.6
Jordan,JOR,2016,35.6
Jordan,JOR,2017,35.7
Jordan,JOR,2018,35.6
Jordan,JOR,2019,35.7
Jordan,JOR,2020,1
Jordan,JOR,2021,1
Jordan,JOR,2022,1
Jordan,JOR,2023,1
Jordan,JOR,2024,2.8
Kazakhstan,KAZ,2013,1
Kazakhstan,KAZ,2014,1
Kazakhstan,KAZ,2015,1
Kazakhstan,KAZ,2016,1
Kazakhstan,KAZ,2017,1
Kazakhstan,KAZ,2018,1
Kazakhstan,KAZ,2019,1
Kazakhstan,KAZ,2020,50.7
Kazakhstan,KAZ,2021,50.7
Kazakhstan,KAZ,2022,50.7
Kazakhstan,KAZ,2023,50.7
Kazakhstan,KAZ,2024,52.5
Kenya,KEN,2013,0.8
Kenya,KEN,2014,0.6
Kenya,KEN,2015,0.6
Kenya,KEN,2016,0.8
Kenya,KEN,2017,0.8
Kenya,KEN,2018,0.8
Kenya,KEN,2019,0.8
Kenya,KEN,2020,0.8
Kenya,KEN,2021,0.8
Kenya,KEN,2022,0.7
Kenya,KEN,2023,0.7
Kenya,KEN,2024,0.6
Kiribati,KIR,2013,11.8
Kiribati,KIR,2014,11.8
Kiribati,KIR,2015,11.8
Kiribati,KIR,2016,11.8
Kiribati,KIR,2017,11.8
Kiribati,KIR,2018,11.8
Kiribati,KIR,2019,11.8
Kiribati,KIR,2020,11.8
Kiribati,KIR,2021,11.8
Kiribati,KIR,2022,11.8
Kiribati,KIR,2023,11.8
Kiribati,KIR,2024,11.9
Kuwait,KWT,2013,0.1
Kuwait,KWT,2014,0.1
Kuwait,KWT,2015,0.1
Kuwait,KWT,2016,1.5
Kuwait,KWT,2017,1.5
Kuwait,KWT,2018,1.5
Kuwait,KWT,2019,1.4
Kuwait,KWT,2020,1.4
Kuwait,KWT,2021,1.4
Kuwait,KWT,2022,1.4
Kuwait,KWT,2023,3.2
Kuwait,KWT,2024,3.2
Latin America and Caribbean (WB),WB_LAC,2013,2.9364073
Latin America and Caribbean (WB),WB_LAC,2014,3.249751
Latin America and Caribbean (WB),WB_LAC,2015,2.9741879
Latin America and Caribbean (WB),WB_LAC,2016,7.912963
Latin America and Caribbean (WB),WB_LAC,2017,8.503431
Latin America and Caribbean (WB),WB_LAC,2018,16.502983
Latin America and Caribbean (WB),WB_LAC,2019,19.363726
Latin America and Caribbean (WB),WB_LAC,2020,19.588005
Latin America and Caribbean (WB),WB_LAC,2021,19.84761
Latin America and Caribbean (WB),WB_LAC,2022,21.27363
Latin America and Caribbean (WB),WB_LAC,2023,21.271206
Latin America and Caribbean (WB),WB_LAC,2024,22.23509
Latvia,LVA,2013,16.9
Latvia,LVA,2014,16.9
Latvia,LVA,2015,16.9
Latvia,LVA,2016,16
Latvia,LVA,2017,16
Latvia,LVA,2018,16
Latvia,LVA,2019,16
Latvia,LVA,2020,16
Latvia,LVA,2021,16
Latvia,LVA,2022,16
Latvia,LVA,2023,16
Latvia,LVA,2024,16.4
Lebanon,LBN,2013,0.1
Lebanon,LBN,2014,0
Lebanon,LBN,2015,0
Lebanon,LBN,2016,0.2
Lebanon,LBN,2017,0.2
Lebanon,LBN,2018,0.2
Lebanon,LBN,2019,0.2
Lebanon,LBN,2020,0.2
Lebanon,LBN,2021,0.2
Lebanon,LBN,2022,0.2
Lebanon,LBN,2023,0.2
Lebanon,LBN,2024,0.2
Liberia,LBR,2013,0.1
Liberia,LBR,2014,0.1
Liberia,LBR,2015,0.1
Liberia,LBR,2016,0.1
Liberia,LBR,2017,0.1
Liberia,LBR,2018,0.1
Liberia,LBR,2019,0.1
Liberia,LBR,2020,0.1
Liberia,LBR,2021,0.1
Liberia,LBR,2022,0.1
Liberia,LBR,2023,0.1
Liberia,LBR,2024,0.1
Libya,LBY,2013,0
Libya,LBY,2014,0.6
Libya,LBY,2015,0.6
Libya,LBY,2016,0.6
Libya,LBY,2017,0.6
Libya,LBY,2018,0.6
Libya,LBY,2019,0.6
Libya,LBY,2020,0.6
Libya,LBY,2021,0.6
Libya,LBY,2022,0.6
Libya,LBY,2023,0.6
Libya,LBY,2024,0.6
Lithuania,LTU,2013,11.1
Lithuania,LTU,2014,11.1
Lithuania,LTU,2015,16.3
Lithuania,LTU,2016,21.5
Lithuania,LTU,2017,25.6
Lithuania,LTU,2018,25.6
Lithuania,LTU,2019,25.6
Lithuania,LTU,2020,25.6
Lithuania,LTU,2021,25.6
Lithuania,LTU,2022,25.6
Lithuania,LTU,2023,25.6
Lithuania,LTU,2024,23.2
Low-income countries,OWID_LIC,2013,0.8960927
Low-income countries,OWID_LIC,2014,0.96024656
Low-income countries,OWID_LIC,2015,1.0107031
Low-income countries,OWID_LIC,2016,1.3481861
Low-income countries,OWID_LIC,2017,1.500519
Low-income countries,OWID_LIC,2018,1.4624358
Low-income countries,OWID_LIC,2019,1.1720426
Low-income countries,OWID_LIC,2020,1.194466
Low-income countries,OWID_LIC,2021,1.23914
Low-income countries,OWID_LIC,2022,1.23914
Low-income countries,OWID_LIC,2023,1.23914
Low-income countries,OWID_LIC,2024,1.3885255
Lower-middle-income countries,OWID_LMC,2013,2.3291433
Lower-middle-income countries,OWID_LMC,2014,2.38656
Lower-middle-income countries,OWID_LMC,2015,2.3855112
Lower-middle-income countries,OWID_LMC,2016,2.3922026
Lower-middle-income countries,OWID_LMC,2017,2.3990114
Lower-middle-income countries,OWID_LMC,2018,2.449581
Lower-middle-income countries,OWID_LMC,2019,2.409241
Lower-middle-income countries,OWID_LMC,2020,2.4275885
Lower-middle-income countries,OWID_LMC,2021,2.476498
Lower-middle-income countries,OWID_LMC,2022,2.4759715
Lower-middle-income countries,OWID_LMC,2023,2.486269
Lower-middle-income countries,OWID_LMC,2024,2.4942932
Madagascar,MDG,2013,0.4
Madagascar,MDG,2014,0.4
Madagascar,MDG,2015,0.4
Madagascar,MDG,2016,0.4
Madagascar,MDG,2017,0.8
Madagascar,MDG,2018,0.7
Madagascar,MDG,2019,0.7
Madagascar,MDG,2020,0.9
Madagascar,MDG,2021,0.9
Madagascar,MDG,2022,0.9
Madagascar,MDG,2023,0.9
Madagascar,MDG,2024,1.3
Malaysia,MYS,2013,1.4
Malaysia,MYS,2014,1.4
Malaysia,MYS,2015,1.4
Malaysia,MYS,2016,1.4
Malaysia,MYS,2017,1.4
Malaysia,MYS,2018,1.5
Malaysia,MYS,2019,1.5
Malaysia,MYS,2020,3.3
Malaysia,MYS,2021,5.6
Malaysia,MYS,2022,5.6
Malaysia,MYS,2023,5.6
Malaysia,MYS,2024,4.8
Maldives,MDV,2014,0
Maldives,MDV,2015,0
Maldives,MDV,2016,0
Maldives,MDV,2017,0
Maldives,MDV,2018,0.1
Maldives,MDV,2019,0.1
Maldives,MDV,2020,0.1
Maldives,MDV,2021,0.1
Maldives,MDV,2022,0.1
Maldives,MDV,2023,0.1
Maldives,MDV,2024,0.1
Malta,MLT,2013,0.3
Malta,MLT,2014,0.3
Malta,MLT,2015,0.3
Malta,MLT,2016,6.3
Malta,MLT,2017,6.3
Malta,MLT,2018,6.3
Malta,MLT,2019,7.4
Malta,MLT,2020,7.4
Malta,MLT,2021,7.4
Malta,MLT,2022,7.4
Malta,MLT,2023,7.4
Malta,MLT,2024,7.8
Marshall Islands,MHL,2013,0
Marshall Islands,MHL,2014,0.4
Marshall Islands,MHL,2015,0.3
Marshall Islands,MHL,2016,0.3
Marshall Islands,MHL,2017,0.3
Marshall Islands,MHL,2018,0.3
Marshall Islands,MHL,2019,0.3
Marshall Islands,MHL,2020,0.3
Marshall Islands,MHL,2021,0.3
Marshall Islands,MHL,2022,0.3
Marshall Islands,MHL,2023,0.3
Marshall Islands,MHL,2024,0.3
Mauritania,MRT,2013,4.1
Mauritania,MRT,2014,4.2
Mauritania,MRT,2015,4.2
Mauritania,MRT,2016,4.2
Mauritania,MRT,2017,4.2
Mauritania,MRT,2018,4.2
Mauritania,MRT,2019,4.2
Mauritania,MRT,2020,4.2
Mauritania,MRT,2021,4.2
Mauritania,MRT,2022,4.2
Mauritania,MRT,2023,4.2
Mauritania,MRT,2024,3.7
Mauritius,MUS,2013,0
Mauritius,MUS,2014,0
Mauritius,MUS,2015,0
Mauritius,MUS,2016,0
Mauritius,MUS,2017,0
Mauritius,MUS,2018,0
Mauritius,MUS,2019,0
Mauritius,MUS,2020,0
Mauritius,MUS,2021,0
Mauritius,MUS,2022,0
Mauritius,MUS,2023,0
Mauritius,MUS,2024,0
Mexico,MEX,2013,1.9
Mexico,MEX,2014,1.9
Mexico,MEX,2015,1.9
Mexico,MEX,2016,21.8
Mexico,MEX,2017,21.8
Mexico,MEX,2018,21.6
Mexico,MEX,2019,21.6
Mexico,MEX,2020,21.6
Mexico,MEX,2021,21.6
Mexico,MEX,2022,21.6
Mexico,MEX,2023,21.6
Mexico,MEX,2024,22.6
Micronesia (country),FSM,2013,0
Micronesia (country),FSM,2014,0
Micronesia (country),FSM,2015,0
Micronesia (country),FSM,2016,0
Micronesia (country),FSM,2017,0
Micronesia (country),FSM,2018,0
Micronesia (country),FSM,2019,0
Micronesia (country),FSM,2020,0
Micronesia (country),FSM,2021,0
Micronesia (country),FSM,2022,0
Micronesia (country),FSM,2023,0
Micronesia (country),FSM,2024,0
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2013,1.0638885
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2014,1.1264219
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2015,1.1051743
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2016,1.0604309
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2017,1.1385297
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2018,1.2627813
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2019,1.2822759
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2020,1.3268344
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2021,1.3618083
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2022,1.411089
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2023,1.435523
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2024,4.2474666
Monaco,MCO,2013,0.1
Monaco,MCO,2014,0.1
Monaco,MCO,2015,0.1
Monaco,MCO,2016,99.8
Monaco,MCO,2017,99.8
Monaco,MCO,2018,99.8
Monaco,MCO,2019,99.8
Monaco,MCO,2020,99.8
Monaco,MCO,2021,99.7
Monaco,MCO,2022,99.7
Monaco,MCO,2023,99.7
Monaco,MCO,2024,100
Montenegro,MNE,2013,0.3
Montenegro,MNE,2014,0
Montenegro,MNE,2015,0
Montenegro,MNE,2016,0
Montenegro,MNE,2017,0
Montenegro,MNE,2018,0
Montenegro,MNE,2019,0.1
Montenegro,MNE,2020,0.1
Montenegro,MNE,2021,0.1
Montenegro,MNE,2022,0.6
Montenegro,MNE,2023,0.6
Montenegro,MNE,2024,5.6
Morocco,MAR,2013,0.5
Morocco,MAR,2014,0.3
Morocco,MAR,2015,0.3
Morocco,MAR,2016,0.4
Morocco,MAR,2017,0.3
Morocco,MAR,2018,0.3
Morocco,MAR,2019,0.3
Morocco,MAR,2020,0.7
Morocco,MAR,2021,0.7
Morocco,MAR,2022,0.7
Morocco,MAR,2023,0.7
Morocco,MAR,2024,0.3
Mozambique,MOZ,2013,0.3
Mozambique,MOZ,2014,2.2
Mozambique,MOZ,2015,2.2
Mozambique,MOZ,2016,2.2
Mozambique,MOZ,2017,2.2
Mozambique,MOZ,2018,2.2
Mozambique,MOZ,2019,2.2
Mozambique,MOZ,2020,2.1
Mozambique,MOZ,2021,2.1
Mozambique,MOZ,2022,2.1
Mozambique,MOZ,2023,2.1
Mozambique,MOZ,2024,2.2
Myanmar,MMR,2013,0.1
Myanmar,MMR,2014,0.1
Myanmar,MMR,2015,0.1
Myanmar,MMR,2016,0.1
Myanmar,MMR,2017,0.2
Myanmar,MMR,2018,2.3
Myanmar,MMR,2019,0.5
Myanmar,MMR,2020,0.5
Myanmar,MMR,2021,0.5
Myanmar,MMR,2022,0.5
Myanmar,MMR,2023,0.5
Myanmar,MMR,2024,0.5
Namibia,NAM,2013,1.7
Namibia,NAM,2014,1.7
Namibia,NAM,2015,1.7
Namibia,NAM,2016,1.7
Namibia,NAM,2017,1.7
Namibia,NAM,2018,1.7
Namibia,NAM,2019,1.7
Namibia,NAM,2020,1.7
Namibia,NAM,2021,1.7
Namibia,NAM,2022,1.7
Namibia,NAM,2023,1.7
Namibia,NAM,2024,1.7
Nauru,NRU,2021,0
Nauru,NRU,2022,0
Nauru,NRU,2023,0
Nauru,NRU,2024,0
Netherlands,NLD,2013,21.6
Netherlands,NLD,2014,21.6
Netherlands,NLD,2015,21.6
Netherlands,NLD,2016,21.5
Netherlands,NLD,2017,26.7
Netherlands,NLD,2018,26.7
Netherlands,NLD,2019,26.9
Netherlands,NLD,2020,26.9
Netherlands,NLD,2021,26.9
Netherlands,NLD,2022,26.9
Netherlands,NLD,2023,26.9
Netherlands,NLD,2024,33.6
New Caledonia,NCL,2013,1.7
New Caledonia,NCL,2014,96.2
New Caledonia,NCL,2015,96.2
New Caledonia,NCL,2016,96.5
New Caledonia,NCL,2017,96.2
New Caledonia,NCL,2018,96.6
New Caledonia,NCL,2019,96.3
New Caledonia,NCL,2020,96.3
New Caledonia,NCL,2021,96.3
New Caledonia,NCL,2022,96.3
New Caledonia,NCL,2023,96.3
New Caledonia,NCL,2024,100
New Zealand,NZL,2013,27.9
New Zealand,NZL,2014,30.4
New Zealand,NZL,2015,30.4
New Zealand,NZL,2016,30.4
New Zealand,NZL,2017,30.4
New Zealand,NZL,2018,30.4
New Zealand,NZL,2019,30.4
New Zealand,NZL,2020,30.4
New Zealand,NZL,2021,30.4
New Zealand,NZL,2022,30.4
New Zealand,NZL,2023,30.4
New Zealand,NZL,2024,30.4
Nicaragua,NIC,2013,3
Nicaragua,NIC,2014,3
Nicaragua,NIC,2015,2.9
Nicaragua,NIC,2016,3
Nicaragua,NIC,2017,3
Nicaragua,NIC,2018,3
Nicaragua,NIC,2019,3
Nicaragua,NIC,2020,3.4
Nicaragua,NIC,2021,3.4
Nicaragua,NIC,2022,3.4
Nicaragua,NIC,2023,3.4
Nicaragua,NIC,2024,3.6
Nigeria,NGA,2013,0
Nigeria,NGA,2014,0
Nigeria,NGA,2015,0
Nigeria,NGA,2016,0
Nigeria,NGA,2017,0
Nigeria,NGA,2018,0
Nigeria,NGA,2019,0
Nigeria,NGA,2020,0
Nigeria,NGA,2021,0
Nigeria,NGA,2022,0
Nigeria,NGA,2023,0
Nigeria,NGA,2024,0
North America (WB),WB_NA,2013,8.060753
North America (WB),WB_NA,2014,6.6037
North America (WB),WB_NA,2015,16.49203
North America (WB),WB_NA,2016,24.301832
North America (WB),WB_NA,2017,24.24355
North America (WB),WB_NA,2018,25.074913
North America (WB),WB_NA,2019,25.152222
North America (WB),WB_NA,2020,25.199066
North America (WB),WB_NA,2021,14.513813
North America (WB),WB_NA,2022,14.591122
North America (WB),WB_NA,2023,14.649404
North America (WB),WB_NA,2024,14.629775
North Korea,PRK,2013,0
North Korea,PRK,2014,0
North Korea,PRK,2015,0
North Korea,PRK,2016,0
North Korea,PRK,2017,0
North Korea,PRK,2018,0
North Korea,PRK,2019,0
North Korea,PRK,2020,0
North Korea,PRK,2021,0
North Korea,PRK,2022,0
North Korea,PRK,2023,0
North Korea,PRK,2024,0
Northern Mariana Islands,MNP,2013,32.1
Northern Mariana Islands,MNP,2014,100
Northern Mariana Islands,MNP,2015,33.2
Northern Mariana Islands,MNP,2016,33.2
Northern Mariana Islands,MNP,2017,33.3
Northern Mariana Islands,MNP,2018,33.3
Northern Mariana Islands,MNP,2019,33.3
Northern Mariana Islands,MNP,2020,32
Northern Mariana Islands,MNP,2021,33.2
Northern Mariana Islands,MNP,2022,33.2
Northern Mariana Islands,MNP,2023,32.2
Northern Mariana Islands,MNP,2024,32.4
Norway,NOR,2013,0.4
Norway,NOR,2014,0.5
Norway,NOR,2015,0.5
Norway,NOR,2016,0.7
Norway,NOR,2017,0.8
Norway,NOR,2018,0.8
Norway,NOR,2019,0.8
Norway,NOR,2020,1.5
Norway,NOR,2021,9.9
