Entity,Code,Year,Marine protected areas (% of territorial waters)
Norway,NOR,2022,9.8
Norway,NOR,2023,1.4
Norway,NOR,2024,1
Oman,OMN,2013,0.1
Oman,OMN,2014,0.1
Oman,OMN,2015,0.1
Oman,OMN,2016,0.1
Oman,OMN,2017,0.1
Oman,OMN,2018,0.1
Oman,OMN,2019,0.1
Oman,OMN,2020,0.1
Oman,OMN,2021,0.3
Oman,OMN,2022,0.3
Oman,OMN,2023,0.4
Oman,OMN,2024,16.2
Pakistan,PAK,2013,0.8
Pakistan,PAK,2014,0.8
Pakistan,PAK,2015,0.8
Pakistan,PAK,2016,0.8
Pakistan,PAK,2017,0.8
Pakistan,PAK,2018,0.8
Pakistan,PAK,2019,0.8
Pakistan,PAK,2020,0.8
Pakistan,PAK,2021,0.8
Pakistan,PAK,2022,0.8
Pakistan,PAK,2023,0.8
Pakistan,PAK,2024,1.2
Palau,PLW,2013,0.2
Palau,PLW,2014,0.3
Palau,PLW,2015,0.3
Palau,PLW,2016,83
Palau,PLW,2017,83
Palau,PLW,2018,83
Palau,PLW,2019,100
Palau,PLW,2020,100
Palau,PLW,2021,100
Palau,PLW,2022,100
Palau,PLW,2023,100
Palau,PLW,2024,98
Palestine,PSE,2018,0
Palestine,PSE,2019,0
Palestine,PSE,2020,0
Palestine,PSE,2021,0
Palestine,PSE,2022,0
Palestine,PSE,2023,0
Palestine,PSE,2024,0
Panama,PAN,2013,1.7
Panama,PAN,2014,1.7
Panama,PAN,2015,1.7
Panama,PAN,2016,1.7
Panama,PAN,2017,1.7
Panama,PAN,2018,1.7
Panama,PAN,2019,1.7
Panama,PAN,2020,11.6
Panama,PAN,2021,26.8
Panama,PAN,2022,26.8
Panama,PAN,2023,26.8
Panama,PAN,2024,26.3
Papua New Guinea,PNG,2013,0.2
Papua New Guinea,PNG,2014,0.2
Papua New Guinea,PNG,2015,0.2
Papua New Guinea,PNG,2016,0.2
Papua New Guinea,PNG,2017,0.2
Papua New Guinea,PNG,2018,0.2
Papua New Guinea,PNG,2019,0.1
Papua New Guinea,PNG,2020,0.1
Papua New Guinea,PNG,2021,0.1
Papua New Guinea,PNG,2022,0.1
Papua New Guinea,PNG,2023,0.1
Papua New Guinea,PNG,2024,0.1
Peru,PER,2013,0.6
Peru,PER,2014,0.6
Peru,PER,2015,0.6
Peru,PER,2016,0.5
Peru,PER,2017,0.5
Peru,PER,2018,0.5
Peru,PER,2019,0.5
Peru,PER,2020,0.5
Peru,PER,2021,0.5
Peru,PER,2022,8
Peru,PER,2023,8
Peru,PER,2024,7.9
Philippines,PHL,2013,1
Philippines,PHL,2014,1.1
Philippines,PHL,2015,1.1
Philippines,PHL,2016,1.2
Philippines,PHL,2017,1.2
Philippines,PHL,2018,1.2
Philippines,PHL,2019,1.2
Philippines,PHL,2020,1.2
Philippines,PHL,2021,1.7
Philippines,PHL,2022,1.7
Philippines,PHL,2023,1.7
Philippines,PHL,2024,1.6
Poland,POL,2013,22.6
Poland,POL,2014,22.6
Poland,POL,2015,22.6
Poland,POL,2016,22.6
Poland,POL,2017,22.6
Poland,POL,2018,22.6
Poland,POL,2019,22.6
Poland,POL,2020,22.6
Poland,POL,2021,22.6
Poland,POL,2022,22.6
Poland,POL,2023,22.6
Poland,POL,2024,24
Portugal,PRT,2013,6.6
Portugal,PRT,2014,6.7
Portugal,PRT,2015,6.7
Portugal,PRT,2016,8.4
Portugal,PRT,2017,16.2
Portugal,PRT,2018,16.6
Portugal,PRT,2019,16.6
Portugal,PRT,2020,16.8
Portugal,PRT,2021,16.8
Portugal,PRT,2022,16.9
Portugal,PRT,2023,16.9
Portugal,PRT,2024,16.8
Puerto Rico,PRI,2013,0.2
Puerto Rico,PRI,2014,1.7
Puerto Rico,PRI,2015,1.7
Puerto Rico,PRI,2016,1.7
Puerto Rico,PRI,2017,1.8
Puerto Rico,PRI,2018,1.7
Puerto Rico,PRI,2019,1.7
Puerto Rico,PRI,2020,1.8
Puerto Rico,PRI,2021,1.8
Puerto Rico,PRI,2022,1.8
Puerto Rico,PRI,2023,1.8
Puerto Rico,PRI,2024,1.9
Qatar,QAT,2013,0.2
Qatar,QAT,2014,0.2
Qatar,QAT,2015,0.2
Qatar,QAT,2016,0.2
Qatar,QAT,2017,1.7
Qatar,QAT,2018,1.7
Qatar,QAT,2019,1.7
Qatar,QAT,2020,2.3
Qatar,QAT,2021,2.3
Qatar,QAT,2022,2.3
Qatar,QAT,2023,2.3
Qatar,QAT,2024,2.3
Romania,ROU,2013,8
Romania,ROU,2014,8.4
Romania,ROU,2015,8.4
Romania,ROU,2016,8.5
Romania,ROU,2017,23.1
Romania,ROU,2018,23.1
Romania,ROU,2019,23.1
Romania,ROU,2020,23.1
Romania,ROU,2021,23.1
Romania,ROU,2022,23.1
Romania,ROU,2023,23.1
Romania,ROU,2024,22.1
Russia,RUS,2013,3.1
Russia,RUS,2014,3
Russia,RUS,2015,3
Russia,RUS,2016,3
Russia,RUS,2017,3
Russia,RUS,2018,3
Russia,RUS,2019,3
Russia,RUS,2020,2.2
Russia,RUS,2021,2.2
Russia,RUS,2022,2.2
Russia,RUS,2023,2.2
Russia,RUS,2024,2.2
Saint Kitts and Nevis,KNA,2013,0.2
Saint Kitts and Nevis,KNA,2014,0.2
Saint Kitts and Nevis,KNA,2015,0.2
Saint Kitts and Nevis,KNA,2016,0.2
Saint Kitts and Nevis,KNA,2017,0.2
Saint Kitts and Nevis,KNA,2018,0.2
Saint Kitts and Nevis,KNA,2019,4
Saint Kitts and Nevis,KNA,2020,4
Saint Kitts and Nevis,KNA,2021,4
Saint Kitts and Nevis,KNA,2022,4
Saint Kitts and Nevis,KNA,2023,4
Saint Kitts and Nevis,KNA,2024,4.5
Saint Lucia,LCA,2013,0
Saint Lucia,LCA,2014,0
Saint Lucia,LCA,2015,0.2
Saint Lucia,LCA,2016,0.2
Saint Lucia,LCA,2017,0.2
Saint Lucia,LCA,2018,0.2
Saint Lucia,LCA,2019,0.2
Saint Lucia,LCA,2020,0.2
Saint Lucia,LCA,2021,0.2
Saint Lucia,LCA,2022,0.2
Saint Lucia,LCA,2023,0.2
Saint Lucia,LCA,2024,0.3
Saint Martin (French part),MAF,2013,3.6
Saint Martin (French part),MAF,2014,2.8
Saint Martin (French part),MAF,2015,2.8
Saint Martin (French part),MAF,2016,96.6
Saint Martin (French part),MAF,2017,96.4
Saint Martin (French part),MAF,2018,96.4
Saint Martin (French part),MAF,2019,96.4
Saint Martin (French part),MAF,2020,96.4
Saint Martin (French part),MAF,2021,96.4
Saint Martin (French part),MAF,2022,96.4
Saint Martin (French part),MAF,2023,96.4
Saint Martin (French part),MAF,2024,97
Saint Vincent and the Grenadines,VCT,2013,0.1
Saint Vincent and the Grenadines,VCT,2014,0.2
Saint Vincent and the Grenadines,VCT,2015,0.2
Saint Vincent and the Grenadines,VCT,2016,0.2
Saint Vincent and the Grenadines,VCT,2017,0.2
Saint Vincent and the Grenadines,VCT,2018,0.2
Saint Vincent and the Grenadines,VCT,2019,0.2
Saint Vincent and the Grenadines,VCT,2020,0.2
Saint Vincent and the Grenadines,VCT,2021,0.2
Saint Vincent and the Grenadines,VCT,2022,0.2
Saint Vincent and the Grenadines,VCT,2023,0.2
Saint Vincent and the Grenadines,VCT,2024,0.2
Samoa,WSM,2013,0.1
Samoa,WSM,2014,0.1
Samoa,WSM,2015,0.1
Samoa,WSM,2016,0.1
Samoa,WSM,2017,0.1
Samoa,WSM,2018,0.1
Samoa,WSM,2019,0.1
Samoa,WSM,2020,0.1
Samoa,WSM,2021,0.1
Samoa,WSM,2022,0.1
Samoa,WSM,2023,0.1
Samoa,WSM,2024,0.2
Sao Tome and Principe,STP,2013,0
Sao Tome and Principe,STP,2014,0
Sao Tome and Principe,STP,2015,0
Sao Tome and Principe,STP,2016,0
Sao Tome and Principe,STP,2017,0
Sao Tome and Principe,STP,2018,0
Sao Tome and Principe,STP,2019,0
Sao Tome and Principe,STP,2020,0
Sao Tome and Principe,STP,2021,0
Sao Tome and Principe,STP,2022,0
Sao Tome and Principe,STP,2023,0
Sao Tome and Principe,STP,2024,0
Saudi Arabia,SAU,2013,1.6
Saudi Arabia,SAU,2014,1.6
Saudi Arabia,SAU,2015,1.6
Saudi Arabia,SAU,2016,1.5
Saudi Arabia,SAU,2017,2.5
Saudi Arabia,SAU,2018,2.5
Saudi Arabia,SAU,2019,2.5
Saudi Arabia,SAU,2020,2.5
Saudi Arabia,SAU,2021,2.5
Saudi Arabia,SAU,2022,2.5
Saudi Arabia,SAU,2023,2.5
Saudi Arabia,SAU,2024,3.5
Senegal,SEN,2013,1.1
Senegal,SEN,2014,1.1
Senegal,SEN,2015,1.1
Senegal,SEN,2016,1.1
Senegal,SEN,2017,1.1
Senegal,SEN,2018,1.1
Senegal,SEN,2019,1.1
Senegal,SEN,2020,1.1
Senegal,SEN,2021,1.9
Senegal,SEN,2022,1.9
Senegal,SEN,2023,1.9
Senegal,SEN,2024,2.2
Seychelles,SYC,2013,0
Seychelles,SYC,2014,0
Seychelles,SYC,2015,0
Seychelles,SYC,2016,0
Seychelles,SYC,2017,0
Seychelles,SYC,2018,0
Seychelles,SYC,2019,15.7
Seychelles,SYC,2020,32.8
Seychelles,SYC,2021,32.8
Seychelles,SYC,2022,32.8
Seychelles,SYC,2023,32.8
Seychelles,SYC,2024,32.6
Sierra Leone,SLE,2013,0.5
Sierra Leone,SLE,2014,0.5
Sierra Leone,SLE,2015,0.5
Sierra Leone,SLE,2016,0.5
Sierra Leone,SLE,2017,0.5
Sierra Leone,SLE,2018,0.5
Sierra Leone,SLE,2019,0.5
Sierra Leone,SLE,2020,0.5
Sierra Leone,SLE,2021,1.6
Sierra Leone,SLE,2022,1.6
Sierra Leone,SLE,2023,1.6
Sierra Leone,SLE,2024,1.7
Singapore,SGP,2013,1.2
Singapore,SGP,2014,1.2
Singapore,SGP,2015,0
Singapore,SGP,2016,0
Singapore,SGP,2017,0
Singapore,SGP,2018,0
Singapore,SGP,2019,0
Singapore,SGP,2020,0
Singapore,SGP,2021,0
Singapore,SGP,2022,0
Singapore,SGP,2023,0
Singapore,SGP,2024,0
Sint Maarten (Dutch part),SXM,2016,5.3
Sint Maarten (Dutch part),SXM,2017,8.7
Sint Maarten (Dutch part),SXM,2018,8.7
Sint Maarten (Dutch part),SXM,2019,8.7
Sint Maarten (Dutch part),SXM,2020,8.7
Sint Maarten (Dutch part),SXM,2021,8.7
Sint Maarten (Dutch part),SXM,2022,8.7
Sint Maarten (Dutch part),SXM,2023,8.7
Sint Maarten (Dutch part),SXM,2024,5.1
Slovenia,SVN,2020,2.3
Slovenia,SVN,2021,2.3
Slovenia,SVN,2022,2.3
Slovenia,SVN,2023,2.3
Slovenia,SVN,2024,2.9
Solomon Islands,SLB,2013,0.1
Solomon Islands,SLB,2014,0.1
Solomon Islands,SLB,2015,0.1
Solomon Islands,SLB,2016,0.1
Solomon Islands,SLB,2017,0.1
Solomon Islands,SLB,2018,0.1
Solomon Islands,SLB,2019,0.1
Solomon Islands,SLB,2020,0.1
Solomon Islands,SLB,2021,0.1
Solomon Islands,SLB,2022,0.1
Solomon Islands,SLB,2023,0.1
Solomon Islands,SLB,2024,0.1
Somalia,SOM,2019,0
Somalia,SOM,2020,0
Somalia,SOM,2021,0
Somalia,SOM,2022,0
Somalia,SOM,2023,0
Somalia,SOM,2024,0
South Africa,ZAF,2013,12.1
South Africa,ZAF,2014,12.1
South Africa,ZAF,2015,12.1
South Africa,ZAF,2016,12.1
South Africa,ZAF,2017,12.1
South Africa,ZAF,2018,12.1
South Africa,ZAF,2019,14.6
South Africa,ZAF,2020,15.5
South Africa,ZAF,2021,15.5
South Africa,ZAF,2022,15.5
South Africa,ZAF,2023,15.5
South Africa,ZAF,2024,15.4
South Asia (WB),WB_SA,2013,0.21646212
South Asia (WB),WB_SA,2014,0.25255048
South Asia (WB),WB_SA,2015,0.25255048
South Asia (WB),WB_SA,2016,0.25255048
South Asia (WB),WB_SA,2017,0.25255048
South Asia (WB),WB_SA,2018,0.27655137
South Asia (WB),WB_SA,2019,0.27655137
South Asia (WB),WB_SA,2020,0.27655137
South Asia (WB),WB_SA,2021,0.27655137
South Asia (WB),WB_SA,2022,0.27655137
South Asia (WB),WB_SA,2023,0.3337781
South Asia (WB),WB_SA,2024,0.39367494
South Korea,KOR,2013,1
South Korea,KOR,2014,1
South Korea,KOR,2015,1
South Korea,KOR,2016,1.6
South Korea,KOR,2017,1.6
South Korea,KOR,2018,1.6
South Korea,KOR,2019,2.4
South Korea,KOR,2020,2.5
South Korea,KOR,2021,2.5
South Korea,KOR,2022,2.5
South Korea,KOR,2023,2.5
South Korea,KOR,2024,2.2
Spain,ESP,2013,1.7
Spain,ESP,2014,1.1
Spain,ESP,2015,7.1
Spain,ESP,2016,8.4
Spain,ESP,2017,8.4
Spain,ESP,2018,8.4
Spain,ESP,2019,12.7
Spain,ESP,2020,12.8
Spain,ESP,2021,12.8
Spain,ESP,2022,12.8
Spain,ESP,2023,12.8
Spain,ESP,2024,12.8
Sri Lanka,LKA,2013,0.1
Sri Lanka,LKA,2014,0.1
Sri Lanka,LKA,2015,0.1
Sri Lanka,LKA,2016,0.1
Sri Lanka,LKA,2017,0.1
Sri Lanka,LKA,2018,0.1
Sri Lanka,LKA,2019,0.1
Sri Lanka,LKA,2020,0.1
Sri Lanka,LKA,2021,0.1
Sri Lanka,LKA,2022,0.1
Sri Lanka,LKA,2023,0.1
Sri Lanka,LKA,2024,0.1
Sub-Saharan Africa (WB),WB_SSA,2013,2.2637215
Sub-Saharan Africa (WB),WB_SSA,2014,2.2806764
Sub-Saharan Africa (WB),WB_SSA,2015,2.2955186
Sub-Saharan Africa (WB),WB_SSA,2016,2.384905
Sub-Saharan Africa (WB),WB_SSA,2017,2.9402342
Sub-Saharan Africa (WB),WB_SSA,2018,2.9290316
Sub-Saharan Africa (WB),WB_SSA,2019,4.897197
Sub-Saharan Africa (WB),WB_SSA,2020,7.0148044
Sub-Saharan Africa (WB),WB_SSA,2021,7.041063
Sub-Saharan Africa (WB),WB_SSA,2022,7.0400896
Sub-Saharan Africa (WB),WB_SSA,2023,7.0400896
Sub-Saharan Africa (WB),WB_SSA,2024,7.0221434
Sudan,SDN,2013,13.3
Sudan,SDN,2014,0
Sudan,SDN,2015,0
Sudan,SDN,2016,16
Sudan,SDN,2017,16
Sudan,SDN,2018,16
Sudan,SDN,2019,16
Sudan,SDN,2020,16
Sudan,SDN,2021,16
Sudan,SDN,2022,16
Sudan,SDN,2023,16
Sudan,SDN,2024,17
Suriname,SUR,2013,1.5
Suriname,SUR,2014,1.5
Suriname,SUR,2015,1.5
Suriname,SUR,2016,1.5
Suriname,SUR,2017,1.5
Suriname,SUR,2018,1.5
Suriname,SUR,2019,1.5
Suriname,SUR,2020,1.5
Suriname,SUR,2021,1.5
Suriname,SUR,2022,1.5
Suriname,SUR,2023,1.5
Suriname,SUR,2024,1.5
Sweden,SWE,2013,7
Sweden,SWE,2014,8
Sweden,SWE,2015,8
Sweden,SWE,2016,8.2
Sweden,SWE,2017,15.2
Sweden,SWE,2018,15.2
Sweden,SWE,2019,15.4
Sweden,SWE,2020,15.4
Sweden,SWE,2021,15.8
Sweden,SWE,2022,15.8
Sweden,SWE,2023,15.8
Sweden,SWE,2024,16
Syria,SYR,2013,0.2
Syria,SYR,2014,0.2
Syria,SYR,2015,0.2
Syria,SYR,2016,0.2
Syria,SYR,2017,0.2
Syria,SYR,2018,0.2
Syria,SYR,2019,0.2
Syria,SYR,2020,0.2
Syria,SYR,2021,0.2
Syria,SYR,2022,0.2
Syria,SYR,2023,0.2
Syria,SYR,2024,0.2
Tanzania,TZA,2013,3
Tanzania,TZA,2014,3
Tanzania,TZA,2015,3
Tanzania,TZA,2016,2.5
Tanzania,TZA,2017,3
Tanzania,TZA,2018,3
Tanzania,TZA,2019,3
Tanzania,TZA,2020,3
Tanzania,TZA,2021,3
Tanzania,TZA,2022,3
Tanzania,TZA,2023,3
Tanzania,TZA,2024,2.3
Thailand,THA,2013,1.8
Thailand,THA,2014,1.9
Thailand,THA,2015,1.9
Thailand,THA,2016,1.9
Thailand,THA,2017,1.9
Thailand,THA,2018,1.9
Thailand,THA,2019,1.9
Thailand,THA,2020,4.4
Thailand,THA,2021,4.4
Thailand,THA,2022,4.4
Thailand,THA,2023,4.8
Thailand,THA,2024,5
Togo,TGO,2013,0.2
Togo,TGO,2014,0.2
Togo,TGO,2015,0.2
Togo,TGO,2016,0.2
Togo,TGO,2017,0.2
Togo,TGO,2018,0.2
Togo,TGO,2019,0.2
Togo,TGO,2020,0.2
Togo,TGO,2021,0.2
Togo,TGO,2022,0.2
Togo,TGO,2023,0.2
Togo,TGO,2024,0.7
Tonga,TON,2013,1.5
Tonga,TON,2014,1.5
Tonga,TON,2015,1.5
Tonga,TON,2016,1.5
Tonga,TON,2017,1.5
Tonga,TON,2018,1.5
Tonga,TON,2019,0.1
Tonga,TON,2020,0.1
Tonga,TON,2021,0.1
Tonga,TON,2022,0.1
Tonga,TON,2023,0.1
Tonga,TON,2024,0.1
Trinidad and Tobago,TTO,2013,0.1
Trinidad and Tobago,TTO,2014,0.1
Trinidad and Tobago,TTO,2015,0
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,0
Trinidad and Tobago,TTO,2019,0
Trinidad and Tobago,TTO,2020,0
Trinidad and Tobago,TTO,2021,0
Trinidad and Tobago,TTO,2022,0
Trinidad and Tobago,TTO,2023,0
Trinidad and Tobago,TTO,2024,0.1
Tunisia,TUN,2013,1
Tunisia,TUN,2014,1.1
Tunisia,TUN,2015,1.1
Tunisia,TUN,2016,1
Tunisia,TUN,2017,1
Tunisia,TUN,2018,1
Tunisia,TUN,2019,1
Tunisia,TUN,2020,1
Tunisia,TUN,2021,1
Tunisia,TUN,2022,1
Tunisia,TUN,2023,1
Tunisia,TUN,2024,1.1
Turkey,TUR,2013,1.2
Turkey,TUR,2014,0.1
Turkey,TUR,2015,0.1
Turkey,TUR,2016,0.1
Turkey,TUR,2017,0.1
Turkey,TUR,2018,0.1
Turkey,TUR,2019,0.1
Turkey,TUR,2020,0.1
Turkey,TUR,2021,1.8
Turkey,TUR,2022,1.8
Turkey,TUR,2023,1.8
Turkey,TUR,2024,1.7
Turkmenistan,TKM,2013,2.9
Turkmenistan,TKM,2014,3
Turkmenistan,TKM,2015,3
Turkmenistan,TKM,2016,3
Turkmenistan,TKM,2017,3
Turkmenistan,TKM,2018,3
Turkmenistan,TKM,2019,3
Turkmenistan,TKM,2020,3
Turkmenistan,TKM,2021,3
Turkmenistan,TKM,2022,3
Turkmenistan,TKM,2023,3
Turkmenistan,TKM,2024,4.2
Turks and Caicos Islands,TCA,2013,0.1
Turks and Caicos Islands,TCA,2014,0.1
Turks and Caicos Islands,TCA,2015,0.1
Turks and Caicos Islands,TCA,2016,0.1
Turks and Caicos Islands,TCA,2017,0.1
Turks and Caicos Islands,TCA,2018,0.1
Turks and Caicos Islands,TCA,2019,0.1
Turks and Caicos Islands,TCA,2020,0.1
Turks and Caicos Islands,TCA,2021,0.1
Turks and Caicos Islands,TCA,2022,0.1
Turks and Caicos Islands,TCA,2023,0.1
Turks and Caicos Islands,TCA,2024,0.2
Tuvalu,TUV,2013,0
Tuvalu,TUV,2014,0
Tuvalu,TUV,2015,0
Tuvalu,TUV,2016,0
Tuvalu,TUV,2017,0
Tuvalu,TUV,2018,0
Tuvalu,TUV,2019,0
Tuvalu,TUV,2020,0
Tuvalu,TUV,2021,0
Tuvalu,TUV,2022,0
Tuvalu,TUV,2023,0
Tuvalu,TUV,2024,0
Ukraine,UKR,2013,3.4
Ukraine,UKR,2014,3.4
Ukraine,UKR,2015,3.4
Ukraine,UKR,2016,3.4
Ukraine,UKR,2017,3.4
Ukraine,UKR,2018,3.4
Ukraine,UKR,2019,3.4
Ukraine,UKR,2020,3.4
Ukraine,UKR,2021,9.2
Ukraine,UKR,2022,9.2
Ukraine,UKR,2023,9.2
Ukraine,UKR,2024,21.6
United Arab Emirates,ARE,2013,12.4
United Arab Emirates,ARE,2014,12.4
United Arab Emirates,ARE,2015,12.4
United Arab Emirates,ARE,2016,4.3
United Arab Emirates,ARE,2017,4.3
United Arab Emirates,ARE,2018,11.3
United Arab Emirates,ARE,2019,11.3
United Arab Emirates,ARE,2020,11.5
United Arab Emirates,ARE,2021,11.5
United Arab Emirates,ARE,2022,11.5
United Arab Emirates,ARE,2023,11.5
United Arab Emirates,ARE,2024,12
United Kingdom,GBR,2013,5.7
United Kingdom,GBR,2014,16.5
United Kingdom,GBR,2015,12.5
United Kingdom,GBR,2016,21.6
United Kingdom,GBR,2017,29
United Kingdom,GBR,2018,28.9
United Kingdom,GBR,2019,29.2
United Kingdom,GBR,2020,44.2
United Kingdom,GBR,2021,44.1
United Kingdom,GBR,2022,44.1
United Kingdom,GBR,2023,44.1
United Kingdom,GBR,2024,46.8
United States,USA,2013,13.3
United States,USA,2014,10.8
United States,USA,2015,27.7
United States,USA,2016,41.1
United States,USA,2017,41
United States,USA,2018,41.1
United States,USA,2019,41.1
United States,USA,2020,37.4
United States,USA,2021,19
United States,USA,2022,19
United States,USA,2023,19.1
United States,USA,2024,19
United States Virgin Islands,VIR,2013,0.4
United States Virgin Islands,VIR,2014,0.8
United States Virgin Islands,VIR,2015,0.8
United States Virgin Islands,VIR,2016,0.9
United States Virgin Islands,VIR,2017,0.8
United States Virgin Islands,VIR,2018,0.9
United States Virgin Islands,VIR,2019,0.9
United States Virgin Islands,VIR,2020,0.5
United States Virgin Islands,VIR,2021,0.9
United States Virgin Islands,VIR,2022,0.9
United States Virgin Islands,VIR,2023,0.9
United States Virgin Islands,VIR,2024,0.8
Upper-middle-income countries,OWID_UMC,2013,2.792216
Upper-middle-income countries,OWID_UMC,2014,2.8297405
Upper-middle-income countries,OWID_UMC,2015,2.641724
Upper-middle-income countries,OWID_UMC,2016,4.7855906
Upper-middle-income countries,OWID_UMC,2017,5.1552763
Upper-middle-income countries,OWID_UMC,2018,8.414395
Upper-middle-income countries,OWID_UMC,2019,8.807831
Upper-middle-income countries,OWID_UMC,2020,9.100927
Upper-middle-income countries,OWID_UMC,2021,9.17385
Upper-middle-income countries,OWID_UMC,2022,9.571115
Upper-middle-income countries,OWID_UMC,2023,9.575082
Upper-middle-income countries,OWID_UMC,2024,10.22047
Uruguay,URY,2013,0.3
Uruguay,URY,2014,0.3
Uruguay,URY,2015,0.3
Uruguay,URY,2016,0.7
Uruguay,URY,2017,0.7
Uruguay,URY,2018,0.7
Uruguay,URY,2019,0.8
Uruguay,URY,2020,0.8
Uruguay,URY,2021,0.8
Uruguay,URY,2022,0.8
Uruguay,URY,2023,0.8
Uruguay,URY,2024,1.5
Vanuatu,VUT,2013,0
Vanuatu,VUT,2014,0
Vanuatu,VUT,2015,0
Vanuatu,VUT,2016,0
Vanuatu,VUT,2017,0
Vanuatu,VUT,2018,0
Vanuatu,VUT,2019,0
Vanuatu,VUT,2020,0
Vanuatu,VUT,2021,0
Vanuatu,VUT,2022,0
Vanuatu,VUT,2023,0
Vanuatu,VUT,2024,0
Venezuela,VEN,2013,3.5
Venezuela,VEN,2014,3.5
Venezuela,VEN,2015,3.5
Venezuela,VEN,2016,3.5
Venezuela,VEN,2017,3.5
Venezuela,VEN,2018,3.5
Venezuela,VEN,2019,3.5
Venezuela,VEN,2020,4.3
Venezuela,VEN,2021,4.3
Venezuela,VEN,2022,4.4
Venezuela,VEN,2023,4.3
Venezuela,VEN,2024,4.4
Vietnam,VNM,2013,0.6
Vietnam,VNM,2014,0.6
Vietnam,VNM,2015,0.6
Vietnam,VNM,2016,0.6
Vietnam,VNM,2017,0.6
Vietnam,VNM,2018,0.6
Vietnam,VNM,2019,0.6
Vietnam,VNM,2020,0.6
Vietnam,VNM,2021,0.6
Vietnam,VNM,2022,0.6
Vietnam,VNM,2023,0.6
Vietnam,VNM,2024,0.5
World,OWID_WRL,2013,6.828931
World,OWID_WRL,2014,8.2967005
World,OWID_WRL,2015,9.006208
World,OWID_WRL,2016,11.405332
World,OWID_WRL,2017,11.719787
World,OWID_WRL,2018,13.203227
World,OWID_WRL,2019,13.882518
World,OWID_WRL,2020,14.212876
World,OWID_WRL,2021,13.466414
World,OWID_WRL,2022,13.704245
World,OWID_WRL,2023,13.679682
World,OWID_WRL,2024,14.014829
Yemen,YEM,2013,0.5
Yemen,YEM,2014,0.5
Yemen,YEM,2015,0.5
Yemen,YEM,2016,0.5
Yemen,YEM,2017,0.5
Yemen,YEM,2018,0.5
Yemen,YEM,2019,0.5
Yemen,YEM,2020,0.5
Yemen,YEM,2021,0.5
Yemen,YEM,2022,0.5
Yemen,YEM,2023,0.5
Yemen,YEM,2024,0.4